Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Cabana, R., Silva, L.R., Valentão, P., Viturro, C.I., Andrade, P.B.","55682783200; 11838952800; 57192266779; 6508055541; 35492827300","Effect of different extraction methodologies on the recovery of bioactive metabolites from Satureja parvifolia (Phil.) Epling (Lamiaceae)",2013,"Industrial Crops and Products",48,"",,49,56,,19,10.1016/j.indcrop.2013.04.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877317584&partnerID=40&md5=85d011890645a9a29382db5d98856f2e",Article,Final,,Scopus,2-s2.0-84877317584
"Bahar, F.G., Imai, T.","55319524200; 7403618670","Aspirin hydrolysis in human and experimental animal plasma and the effect of metal cations on hydrolase activities",2013,"Drug Metabolism and Disposition",41,"7",,1450,1456,,17,10.1124/dmd.113.051805,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879091376&partnerID=40&md5=470a6e192b5eabe4eaf6d851c5425ab0",Article,Final,,Scopus,2-s2.0-84879091376
"Crane, A.L., Abdel Rasoul, G., Ismail, A.A., Hendy, O., Bonner, M.R., Lasarev, M.R., Al-Batanony, M., Singleton, S.T., Khan, K., Olson, J.R., Rohlman, D.S.","54396850400; 6505478847; 36724729500; 24831499700; 7006031758; 57211044568; 50861174200; 8636142800; 55552634000; 7402882576; 6603908370","Longitudinal assessment of chlorpyrifos exposure and effect biomarkers in adolescent Egyptian agricultural workers",2013,"Journal of Exposure Science and Environmental Epidemiology",23,"4",,356,362,,29,10.1038/jes.2012.113,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879413209&partnerID=40&md5=0b171951a5e7e1e0281a99c6fa01645d",Article,Final,,Scopus,2-s2.0-84879413209
"Roszczenko, A., Rogalska, J., Moniuszko-Jakoniuk, J., Brzóska, M.M.","23062204500; 8564959600; 7007119940; 35609446700","The effect of exposure to chlorfenvinphos on lipid metabolism and apoptotic and necrotic cells death in the brain of rats",2013,"Experimental and Toxicologic Pathology",65,"5",,531,539,,11,10.1016/j.etp.2012.03.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878373495&partnerID=40&md5=133b2546660fff00dd79683aa261b2a5",Article,Final,,Scopus,2-s2.0-84878373495
"Odierna, I., Natale, A., Contaldo, F., Santarpia, L.","16642970600; 56247691700; 7005208540; 12809093600","Serum BCHE as an indicator of nutritional status in patients on home enteral nutrition",2013,"Nutritional Therapy and Metabolism",31,"3",,130,133,,,10.5301/NTM.2013.11463,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885154098&partnerID=40&md5=94b98f6cf55162b196048cd4cc5ccaef",Article,Final,,Scopus,2-s2.0-84885154098
"Anand, P., Singh, B.","46061837500; 7405640326","Flavonoids as lead compounds modulating the enzyme targets in Alzheimer's disease",2013,"Medicinal Chemistry Research",22,"7",,3061,3075,,21,10.1007/s00044-012-0353-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878872333&partnerID=40&md5=7bce85ef9f1e00de80739143044d97f8",Review,Final,,Scopus,2-s2.0-84878872333
"Costa, P., Gonçalves, S., Valentão, P., Andrade, P.B., Romano, A.","36997896800; 8583003200; 57192266779; 35492827300; 56249997600","Accumulation of phenolic compounds in in vitro cultures and wild plants of Lavandula viridis L'Hér and their antioxidant and anti-cholinesterase potential",2013,"Food and Chemical Toxicology",57,"",,69,74,,35,10.1016/j.fct.2013.03.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876337039&partnerID=40&md5=efa7776e75847a62063819a6fbad5948",Article,Final,,Scopus,2-s2.0-84876337039
"Mussadiq, S., Riaz, N., Saleem, M., Ashraf, M., Ismail, T., Jabbar, A.","55776107900; 6603458495; 57189332419; 55544464800; 55776652000; 56626203100","New acylated flavonoid glycosides from flowers of Aerva javanica",2013,"Journal of Asian Natural Products Research",15,"7",,708,716,,12,10.1080/10286020.2013.795553,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880250139&partnerID=40&md5=77a43c48418153c10b285bc518f919da",Article,Final,,Scopus,2-s2.0-84880250139
"Ajami, D., Rebek, J.","6603812675; 7103282536","Chemical approaches for detection and destruction of nerve agents",2013,"Organic and Biomolecular Chemistry",11,"24",,3936,3942,,42,10.1039/c3ob40324f,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878710270&partnerID=40&md5=c38c06b8b2832e261b66b11f386c2cb4",Article,Final,,Scopus,2-s2.0-84878710270
"Geng, L., Gao, Y., Chen, X., Hou, S., Zhan, C.-G., Radic, Z., Parks, R.J., Russell, S.J., Pham, L., Brimijoin, S.","7101679123; 55731306300; 55778092300; 36727405100; 7102176033; 7003702451; 7102418394; 7401538214; 7005121609; 7005368850","Gene Transfer of Mutant Mouse Cholinesterase Provides High Lifetime Expression and Reduced Cocaine Responses with No Evident Toxicity",2013,"PLoS ONE",8,"6", e67446,,,,33,10.1371/journal.pone.0067446,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879545087&partnerID=40&md5=c596b7adb89337ee790a3d77f8d24318",Article,Final,Open Access,Scopus,2-s2.0-84879545087
"Iudin, M.A., Chepur, S.V., Bykov, V.N., Kurpiakova, A.F., Subbotina, S.N., Nikiforov, A.S., Ivanov, I.M.","55251375700; 6506427598; 53263191300; 55251756200; 55768484000; 55346287000; 55768288200","[Specific features of the anticonvulsant effect of memantine in mice intoxicated with a model organic phosphate].",2013,"Eksperimental'naia i klinicheskaia farmakologiia",76,"2",,3,5,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879172526&partnerID=40&md5=a6421357c390deb237023cdce9e81378",Article,Final,,Scopus,2-s2.0-84879172526
"Vijayaraghavan, S., Karami, A., Aeinehband, S., Behbahani, H., Grandien, A., Nilsson, B., Ekdahl, K.N., Lindblom, R.P.F., Piehl, F., Darreh-Shori, T.","51462394100; 55770647700; 36615008900; 6602829057; 7003350099; 16194953700; 55664569500; 26644137500; 7004836264; 6507316943","Regulated Extracellular Choline Acetyltransferase Activity- The Plausible Missing Link of the Distant Action of Acetylcholine in the Cholinergic Anti-Inflammatory Pathway",2013,"PLoS ONE",8,"6", e65936,,,,55,10.1371/journal.pone.0065936,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879209063&partnerID=40&md5=fe4a184bb69bf719da18dc0dbb8cad4a",Article,Final,Open Access,Scopus,2-s2.0-84879209063
"Esquivias-Pérez, M., Maalej, E., Romero, A., Chabchoub, F., Samadi, A., Marco-Contelles, J., Oset-Gasque, M.J.","55308259600; 46062212200; 56321052600; 8982980600; 35607238700; 7005677052; 7004173468","Nontoxic and neuroprotective β-naphthotacrines for alzheimer's disease",2013,"Chemical Research in Toxicology",26,"6",,986,992,,32,10.1021/tx400138s,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879127155&partnerID=40&md5=f95a341cf9f5261edc5c5a96a9cd79cf",Article,Final,,Scopus,2-s2.0-84879127155
"Lin, Z., Wang, H., Fu, Q., An, H., Liang, Y., Zhang, B., Hashi, Y., Chen, S.","55752086800; 37762346500; 55621540200; 55265372500; 57199837956; 55582621100; 15019565800; 36482427400","Simultaneous separation, identification and activity evaluation of three butyrylcholinesterase inhibitors from Plumula nelumbinis using on-line HPLC-UV coupled with ESI-IT-TOF-MS and BChE biochemical detection",2013,"Talanta",110,"",,180,189,,23,10.1016/j.talanta.2013.02.033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892558997&partnerID=40&md5=2db9b492f31015ec39fbc022c1078046",Article,Final,,Scopus,2-s2.0-84892558997
"Li, B., Eyer, P., Eddleston, M., Jiang, W., Schopfer, L.M., Lockridge, O.","57129077300; 7006211373; 56730281300; 56931751600; 7003726810; 7004812194","Protein tyrosine adduct in humans self-poisoned by chlorpyrifos",2013,"Toxicology and Applied Pharmacology",269,"3",,215,225,,18,10.1016/j.taap.2013.03.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877002997&partnerID=40&md5=35aacbc0a6fd535fbf448617a12876b5",Article,Final,,Scopus,2-s2.0-84877002997
"Batool, S., Nawaz, M.S., Greig, N.H., Rehan, M., Kamal, M.A.","55616636400; 55135340900; 7006685576; 57212263384; 56340070000","Molecular interaction study of N<sup>1</sup>-p-fluorobenzyl-cymserine with TNF-α, p38 Kinase and JNK Kinase",2013,"Anti-Inflammatory and Anti-Allergy Agents in Medicinal Chemistry",12,"2",,129,135,,9,10.2174/1871523011312020004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878643238&partnerID=40&md5=d6a4c60dca05cc0d5d06e8534173171a",Article,Final,,Scopus,2-s2.0-84878643238
"Reale, M., Tata, A.M.","57218147220; 55664013000","Modulation of cholinergic system activity in neuronal and non-neuronal tissues: Therapeutic implications",2013,"Anti-Inflammatory and Anti-Allergy Agents in Medicinal Chemistry",12,"2",,107,108,,1,10.2174/1871523011312020001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878628817&partnerID=40&md5=4ee69c39c0334714349de511fd4d8a6c",Editorial,Final,,Scopus,2-s2.0-84878628817
"Yu, Q.-S., Reale, M., Kamal, M.A., Holloway, H.W., Luo, W., Sambamurti, K., Ray, B., Lahiri, D.K., Rogers, J.T., Greig, N.H.","7402947572; 57218147220; 56340070000; 7005919702; 7202198950; 7003591212; 26423972200; 7004866559; 35464792800; 7006685576","Synthesis of the alzheimer drug posiphen into its primary metabolic products (+)-N<sup>1</sup>-norPosiphen, (+)-N<sup>8</sup>-norPosiphen and (+)-N<sup>1</sup>, N<sup>8</sup>-bisnorPosiphen, their inhibition of amyloid precursor protein, α-synuclein synthesis, interleukin-1β release, and cholinergic action",2013,"Anti-Inflammatory and Anti-Allergy Agents in Medicinal Chemistry",12,"2",,117,128,,22,10.2174/1871523011312020003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873855195&partnerID=40&md5=9bec9867d119698432b0011e3ec7a45b",Article,Final,,Scopus,2-s2.0-84873855195
"Chen, Z., Ren, X., Meng, X., Tan, L., Chen, D., Tang, F.","57196282062; 8842386800; 7401629956; 36464397700; 57195449345; 7201979701","Quantum dots-based fluorescent probes for turn-on and turn-off sensing of butyrylcholinesterase",2013,"Biosensors and Bioelectronics",44,"1",,204,209,,35,10.1016/j.bios.2013.01.034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874372136&partnerID=40&md5=b0e9fd20e240396cd12af93d28beef15",Article,Final,,Scopus,2-s2.0-84874372136
"Chen, Y., Sun, J., Huang, Z., Liao, H., Peng, S., Lehmann, J., Zhang, Y.","57216666412; 55629620700; 55494533200; 26643402100; 7403589995; 35272625200; 55919549300","NO-donating tacrine derivatives as potential butyrylcholinesterase inhibitors with vasorelaxation activity",2013,"Bioorganic and Medicinal Chemistry Letters",23,"11",,3162,3165,,6,10.1016/j.bmcl.2013.04.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877574806&partnerID=40&md5=13015a4f383f0697cb9cc3f87730011b",Article,Final,,Scopus,2-s2.0-84877574806
"Kulhánková, A., Cahlíková, L., Novák, Z., MacÁková, K., Kuneš, J., Opletal, L.","36663592700; 23395924800; 57055245900; 26645089400; 7103316740; 7003822713","Alkaloids from zephyranthes robusta baker and their acetylcholinesterase- and butyrylcholinesterase-inhibitory activity",2013,"Chemistry and Biodiversity",10,"6",,1120,1127,,33,10.1002/cbdv.201200144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879224117&partnerID=40&md5=83d381805c670961e1d8298d0bacc571",Article,Final,,Scopus,2-s2.0-84879224117
"Tvarijonaviciute, A., Ceron, J.J., Tecles, F.","25636257400; 7004887203; 6603311242","Acetylcholinesterase and butyrylcholinesterase activities in obese Beagle dogs before and after weight loss",2013,"Veterinary Clinical Pathology",42,"2",,207,211,,7,10.1111/vcp.12032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878690216&partnerID=40&md5=4ad4bb896684c38f8ee97b872297e2dd",Article,Final,,Scopus,2-s2.0-84878690216
"Basiri, A., Murugaiyah, V., Osman, H., Kumar, R.S., Kia, Y., Ali, M.A.","37115317600; 15124650600; 14523172100; 36100384200; 36951476500; 57207151927","Microwave assisted synthesis, cholinesterase enzymes inhibitory activities and molecular docking studies of new pyridopyrimidine derivatives",2013,"Bioorganic and Medicinal Chemistry",21,"11",,3022,3031,,33,10.1016/j.bmc.2013.03.058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877808336&partnerID=40&md5=140a90ef68d9c61597acbafb21fe9655",Article,Final,,Scopus,2-s2.0-84877808336
"Temiz-Arpaci, O., Eylem Cifcioglu Goztepe, B., Kaynak-Onurdag, F., Ozgen, S., Senol, F., Erdogan Orhan, I.","6602689055; 55759658500; 23034973800; 36497173700; 26428948100; 7004467864","Synthesis and different biological activities of novel benzoxazoles",2013,"Acta Biologica Hungarica",64,"2",,249,261,,16,10.1556/ABiol.64.2013.2.10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878777211&partnerID=40&md5=8b04cf653d3114c2ca164b9525a6099d",Article,Final,,Scopus,2-s2.0-84878777211
"Cahlíková, L., Ločárek, M., Benešová, N., Kučera, R., Chlebek, J., Novák, Z., Opletal, L.","23395924800; 55902626600; 57193746358; 56250821200; 36477087100; 57055245900; 7003822713","Isolation and cholinesterase inhibitory activity of Narcissus extracts and amaryllidaceae alkaloid",2013,"Natural Product Communications",8,"6",,781,785,,6,10.1177/1934578x1300800625,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886433196&partnerID=40&md5=4b0fb7e7a979a6c4994e2ccd7395009f",Article,Final,Open Access,Scopus,2-s2.0-84886433196
"Esteban, G., Bolea, I., Sun, P., Solé, M., Samadi, A., Marco-Contelles, J., Unzeta, M.","39261234900; 56568076900; 36673891300; 7102092147; 35607238700; 7005677052; 7003384729","A therapeutic approach to cerebrovascular diseases based on indole substituted hydrazides and hydrazines able to interact with human vascular adhesion protein-1, monoamine oxidases (A and B), AChE and BuChE",2013,"Journal of Neural Transmission",120,"6",,911,918,,8,10.1007/s00702-012-0949-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878717554&partnerID=40&md5=1c097d2e81ef549abf21981e9871bef9",Article,Final,,Scopus,2-s2.0-84878717554
"Turan-Zitouni, G., Ozdemir, A., Kaplancikli, Z.A., Altintop, M.D., Temel, H.E., Çiftçi, G.A.","7003906101; 7006505091; 6602311259; 38662171400; 16231520900; 55097531300","Synthesis and biological evaluation of some thiazole derivatives as new cholinesterase inhibitors",2013,"Journal of Enzyme Inhibition and Medicinal Chemistry",28,"3",,509,514,,13,10.3109/14756366.2011.653355,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875218033&partnerID=40&md5=20ec0a89d13de2bfac4dc9e48ad6fe01",Article,Final,Open Access,Scopus,2-s2.0-84875218033
"Vučinić, S., Zlatković, M., Antonijević, B., Ćurčić, M., Bošković, B.","6507336008; 16418155000; 8323226000; 26321006800; 7004055023","Fresh frozen plasma as a successful antidotal supplement in acute organophosphate poisoning",2013,"Arhiv za Higijenu Rada i Toksikologiju",64,"2",,273,277,,13,10.2478/10004-1254-64-2013-2378,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881119418&partnerID=40&md5=0354e0b1ce0d3ebe208d70e4be149132",Article,Final,Open Access,Scopus,2-s2.0-84881119418
"Andrade, P.B., Barbosa, M., Matos, R.P., Lopes, G., Vinholes, J., Mouga, T., Valentão, P.","35492827300; 56488536900; 55588448800; 9735878900; 35742204300; 54944802600; 57192266779","Valuable compounds in macroalgae extracts",2013,"Food Chemistry",138,"2-3",,1819,1828,,103,10.1016/j.foodchem.2012.11.081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873683492&partnerID=40&md5=ae6762cce5c7c89e58652712d56b1f45",Article,Final,,Scopus,2-s2.0-84873683492
"Saleem, M., Parveen, S., Riaz, N., Ashraf, M., Ejaz, S.A., Waris, H.M., Ali, M.S., Malik, A., Jabbar, A.","57189332419; 44261400300; 6603458495; 55544464800; 55521133400; 55782166200; 55587388500; 56883695800; 56626203100","Launeugenol, a new eugenol derived dimer from launaea intybacea",2013,"Journal of the Chemical Society of Pakistan",35,"3",,911,915,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879706487&partnerID=40&md5=da26b8e52dd8cc28626ae17ba50cc1bc",Article,Final,,Scopus,2-s2.0-84879706487
"Macdonald, I.R., Jollymore, C.T., Reid, G.A., Pottie, I.R., Martin, E., Darvesh, S.","40261911600; 55900868000; 56224989100; 6506392179; 7404091699; 7004045186","Thioesters for the in vitro evaluation of agents to image brain cholinesterases",2013,"Journal of Enzyme Inhibition and Medicinal Chemistry",28,"3",,447,455,,2,10.3109/14756366.2011.647008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875384900&partnerID=40&md5=d38fbd1c7e424a6bba3228ac0d1d4194",Article,Final,,Scopus,2-s2.0-84875384900
"Li, Z., Wang, B., Hou, J.-Q., Huang, S.-L., Ou, T.-M., Tan, J.-H., An, L.-K., Li, D., Gu, L.-Q., Huang, Z.-S.","55940277300; 57188764161; 10141704500; 55893619300; 9739783500; 36007787000; 7102775234; 36461246600; 24341268900; 8405746100","2-(2-indolyl-)-4(3H)-quinazolines derivates as new inhibitors of AChE: Design, synthesis, biological evaluation and molecular modelling",2013,"Journal of Enzyme Inhibition and Medicinal Chemistry",28,"3",,583,592,,18,10.3109/14756366.2012.663363,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875383253&partnerID=40&md5=6e5878b911813e5433d21fe2f7373318",Article,Final,,Scopus,2-s2.0-84875383253
"Zylicz-Stachula, A., Zolnierkiewicz, O., Jasiecki, J., Skowron, P.M.","6505815149; 54404262600; 6506523496; 6701605392","A new genomic tool, ultra-frequently cleaving TaqII/sinefungin endonuclease with a combined 2.9-bp recognition site, applied to the construction of horse DNA libraries",2013,"BMC Genomics",14,"1", 370,,,,8,10.1186/1471-2164-14-370,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878360494&partnerID=40&md5=32c26e6e81d718b4e3733a56d363c5ca",Article,Final,Open Access,Scopus,2-s2.0-84878360494
"Xie, S.-S., Wang, X.-B., Li, J.-Y., Yang, L., Kong, L.-Y.","55553101600; 55550492000; 55553701400; 56949414600; 57207068556","Design, synthesis and evaluation of novel tacrine-coumarin hybrids as multifunctional cholinesterase inhibitors against Alzheimer's disease",2013,"European Journal of Medicinal Chemistry",64,"",,540,553,,119,10.1016/j.ejmech.2013.03.051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877836419&partnerID=40&md5=60ca39c9337396118ba5ee41fc909f56",Article,Final,,Scopus,2-s2.0-84877836419
"Abney, C.W., Knaack, J.L.S., Ali, A.A.I., Johnson, R.C.","26532255700; 55452702000; 57194829800; 7407018000","Novel dual-mode immunomagnetic method for studying reactivation of nerve agent-inhibited butyrylcholinesterase",2013,"Chemical Research in Toxicology",26,"5",,775,782,,9,10.1021/tx4000717,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877950174&partnerID=40&md5=d48ea29c7e69af4c72c4a84219546672",Article,Final,,Scopus,2-s2.0-84877950174
